longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,median_house_value (Predicted),ocean_proximity
-118.19,33.77,52,1562,616,692,512,1.4048,184655.03,200000,NEAR OCEAN
-117.14,32.71,43,966,255,857,208,1.2841,95532,72000,NEAR OCEAN
-118.55,34.2,31,1963,420,1494,415,3.5313,186743,211800,<1H OCEAN
-117.88,33.78,26,3141,670,1572,724,3.3472,205182,237400,<1H OCEAN
-115.57,32.83,31,1494,289,959,284,3.5282,85251,67500,INLAND
-122.25,37.77,52,2156,458,872,445,3.2685,232164,254200,NEAR BAY
-118.32,33.8,39,1415,298,729,278,3.1648,237316,244800,<1H OCEAN
-117.28,34.13,29,2077,577,1418,524,1.8281,82599,76800,INLAND
-117.02,32.81,26,1998,301,874,305,5.4544,229760,180900,<1H OCEAN
-118.66,34.43,9,2356,469,1556,386,3.775,135352,155000,INLAND
-118.36,33.87,19,2512,575,1275,544,4.9375,305625,293000,<1H OCEAN
-118.03,33.87,16,2306,393,1368,387,5.93,283707.01,277600,<1H OCEAN
-121.83,38,8,2572,738,1384,684,1.7161,114836,75800,INLAND
-118.33,34.09,36,561,180,340,127,1.4375,222739.06,165000,<1H OCEAN
-117.87,34.08,33,3630,800,2257,796,3.2469,197923,206900,<1H OCEAN
-118.5,34.2,18,4249,933,2047,909,4.1304,222648,229100,<1H OCEAN
-118.36,34.1,52,1295,281,578,273,2.976,385757.45,405100,<1H OCEAN
-118.39,33.81,35,1008,165,391,167,3.7778,313182.13,487500,NEAR OCEAN
-122.1,37.69,44,2341,500,1256,485,2.9507,181173,157100,NEAR BAY
-118.22,33.98,30,1971,645,2650,605,2.0357,132330,169900,<1H OCEAN
-122.26,37.85,52,3618,768,1508,755,3.2619,256110.1,309600,NEAR BAY
-118.13,33.79,44,2153,375,947,364,5.0072,341514.1,236200,NEAR OCEAN
-118.08,33.76,26,1967,577,692,538,1.6111,129437.02,54300,<1H OCEAN
-122.4,40.62,9,4794,889,2162,865,3.1439,125258,103100,INLAND
-117.96,33.81,35,1996,326,1409,330,4.7738,196891,180000,<1H OCEAN
-117.87,33.73,45,2264,,1970,499,3.4193,198953.01,177000,<1H OCEAN
-118.13,33.86,45,1320,256,645,256,4.4,237422,209500,<1H OCEAN
-121.04,39.19,17,856,167,518,170,3.5859,140752,144300,INLAND
-117.92,33.61,36,1025,150,316,126,10.3048,487697.92,500001,<1H OCEAN
-118.37,34.19,19,2890,821,2203,705,2.6696,199091,185100,<1H OCEAN
-122.32,37.56,9,1150,287,377,243,3.8317,311348.05,237500,NEAR OCEAN
-122.24,37.8,47,2046,588,1213,554,2.6292,193190,182700,NEAR BAY
-118.36,33.88,26,1375,286,829,278,3.9844,267724,230700,<1H OCEAN
-117.04,32.68,13,2132,425,1345,432,4,157448,89300,NEAR OCEAN
-117.67,35.64,6,2115,342,927,337,6.1935,195786,115700,INLAND
-122.31,37.57,45,1165,236,845,251,4.1875,300564.01,267300,NEAR OCEAN
-118.18,34.63,19,3562,606,1677,578,4.1573,161338,228100,INLAND
-118.16,33.97,13,221,63,286,64,1.9063,164881,175000,<1H OCEAN
-118.11,33.86,35,1255,252,685,279,4.2,210588.01,226900,<1H OCEAN
-118.07,33.72,24,1240,296,513,254,4.9044,301900.02,485000,NEAR OCEAN
-118.57,34.17,35,2072,318,908,342,6.0928,314535.03,327300,<1H OCEAN
-118.25,33.94,44,1463,312,940,312,2.3333,114157,99800,<1H OCEAN
-118.29,34.1,43,1711,443,1190,429,3.5172,238310,265500,<1H OCEAN
-117.6,34.11,18,6025,1062,3360,1028,4.8889,168842,155700,INLAND
-121.42,38.68,32,2118,345,1019,338,3.725,117516,112200,INLAND
-118.24,34.23,42,1541,280,753,264,5.1028,267609,292100,<1H OCEAN
-121.53,38.5,17,3087,477,1365,495,6.4667,251161,216800,INLAND
-122.69,38.46,32,2970,504,1117,512,5,249699.02,275900,<1H OCEAN
-117.85,33.86,18,329,72,209,71,4.6806,193111,187500,<1H OCEAN
-117.29,34.14,48,1717,307,610,267,3.125,101667.99,97600,INLAND
-117.01,32.7,25,2321,398,1434,386,3.5341,125368,120800,NEAR OCEAN
-117.97,33.85,45,818,147,546,152,5.1057,268435.07,170700,<1H OCEAN
-123.52,41.01,17,1564,345,517,222,2.1542,84866,83800,INLAND
-121.74,37.29,6,7292,1295,2468,1262,5.6411,262517,294700,<1H OCEAN
-119.09,35.3,3,2821,519,1353,495,3.6852,119608,109800,INLAND
-121.25,38.66,26,3670,556,1616,550,5.02,185505,169600,INLAND
-120.89,37.54,30,509,115,275,115,2.2679,122657,250000,INLAND
-118.31,33.99,49,857,196,694,228,2.895,175498,108000,<1H OCEAN
-121.9,37.27,33,3410,583,1739,588,5.0714,255010.01,255600,<1H OCEAN
-119.06,36.07,20,2683,553,1497,548,1.7031,62352,64600,INLAND
-118.25,34.23,37,1954,368,967,370,5.0862,284233,261300,<1H OCEAN
-118.18,33.77,49,2297,759,1105,629,1.8388,179835.01,175000,NEAR OCEAN
-118.07,34.58,34,3416,601,1929,567,4.0147,132519.97,107400,INLAND
-118.15,34.16,38,2471,529,1661,441,2.2765,161023,146600,<1H OCEAN
-118.31,34.06,34,1848,667,1351,589,2.0547,238921.03,410000,<1H OCEAN
-121.06,39.29,14,1864,331,894,332,3.4028,140177,171800,INLAND
-117.22,32.8,23,1906,525,1029,491,2.93,211222.02,183300,NEAR OCEAN
-122.51,37.78,47,2496,494,1201,454,4.0353,316057.01,342200,NEAR BAY
-118.29,33.84,23,3626,799,2321,731,4.7393,276026.02,237900,<1H OCEAN
-118.46,34.18,33,1791,386,844,397,4.5081,250886.01,251400,<1H OCEAN
-118.94,35.4,14,5548,941,2815,935,4.2214,138869,104600,INLAND
-122.49,37.74,44,1472,275,820,310,5.6826,370043.03,300000,NEAR OCEAN
-117.9,33.85,35,1756,328,1026,332,3.6,200714.01,193500,<1H OCEAN
-121.02,39.25,52,1549,275,604,249,2.2278,94127,155400,INLAND
-117.96,33.81,34,1416,277,980,284,4.7772,188518,182500,<1H OCEAN
-118.36,34.09,38,2158,582,1061,577,2.9643,334548.2,355300,<1H OCEAN
-118.41,34.21,35,1789,292,897,267,5.592,265977,239900,<1H OCEAN
-118.49,34.04,31,4066,951,1532,868,4.8125,430712.41,500001,<1H OCEAN
-119.61,36.57,42,2242,521,1359,483,1.5833,55809,65100,INLAND
-118.45,34.12,20,10722,1617,3731,1511,9.7449,477550.36,500001,<1H OCEAN
-121.22,38.92,19,2531,461,1206,429,4.4958,174633,192600,INLAND
-118.29,33.74,30,2074,533,1311,531,2.0329,135243,225800,NEAR OCEAN
-122.44,37.73,43,3700,684,1488,623,5.5622,353482.07,313600,NEAR BAY
-122.7,38.35,14,2313,,954,397,3.7813,226259.02,146500,<1H OCEAN
-118.12,33.96,38,1301,264,877,275,4.625,211865.01,191300,<1H OCEAN
-120.65,35.12,19,2949,662,1425,548,2.9615,197670,178100,<1H OCEAN
-122.4,37.72,37,971,248,647,208,2.1187,161202,239300,NEAR BAY
-118.2,33.97,28,2474,702,2830,694,2.754,155837,166200,<1H OCEAN
-117.29,33.19,18,6235,1233,4127,1162,3.0704,194477.01,151600,NEAR OCEAN
-117.44,34.09,12,3598,828,2588,781,2.375,101979,113800,INLAND
-117.08,32.82,16,1787,236,770,228,7.1298,290817.02,278600,<1H OCEAN
-117.05,32.59,26,1919,345,1326,341,4.2679,171257,131900,NEAR OCEAN
-118.58,34.24,26,3239,647,1529,590,3.2426,214255,236900,<1H OCEAN
-117.03,32.79,31,2366,383,1077,387,4.2992,189230,174400,<1H OCEAN
-115.58,32.81,5,805,143,458,143,4.475,151139.97,96300,INLAND
-118.25,33.92,36,949,164,502,163,4.1042,165955.01,124400,<1H OCEAN
-118.27,33.92,34,1178,260,1166,244,1.9185,98715,93300,<1H OCEAN
-122.04,37.24,24,1521,209,539,192,11.1557,494502.97,500001,<1H OCEAN
-122.13,37.46,35,1321,300,1133,287,3.7312,215246,159600,NEAR BAY
-122,37.33,30,4033,794,1788,807,5.6932,327718.1,338700,<1H OCEAN
-122.2,37.79,44,1621,452,1354,491,2.619,144734,134700,NEAR BAY
-119.09,34.35,20,4725,881,2823,869,4.0122,192126,214800,<1H OCEAN
-118.96,34.23,14,15207,2924,6301,2829,3.9699,207318,217000,<1H OCEAN
-117.25,32.74,40,2186,549,953,515,2.8007,231293.03,257100,NEAR OCEAN
-118.21,34.04,47,1325,393,1557,352,2.8,150771,148400,<1H OCEAN
-117.93,33.77,36,3157,582,1842,561,4.5833,212259.01,190700,<1H OCEAN
-118.49,34.02,27,4725,1185,1945,1177,4.1365,379189.2,470800,<1H OCEAN
-122.62,38.24,19,1687,253,893,257,6.204,319724.01,201800,<1H OCEAN
-117.27,32.98,17,1853,392,351,208,5.2742,262216.04,230700,NEAR OCEAN
-121.3,38.71,17,5434,1106,2755,1047,2.8226,126194,99900,INLAND
-121.02,37.7,16,3476,650,2126,665,3.3438,130156,125400,INLAND
-118.3,33.98,52,1371,315,986,277,2.9432,245953.08,94000,<1H OCEAN
-118.28,33.96,42,1604,399,1581,387,1.7656,101482,96700,<1H OCEAN
-116.48,33.84,5,5480,1371,1050,485,1.7204,113415,137500,INLAND
-118.31,33.9,28,1576,400,891,378,2.6312,205128.01,171300,<1H OCEAN
-122.15,37.72,29,4169,1047,2024,962,2.8125,209728.01,157400,NEAR BAY
-118.18,33.82,43,284,65,167,68,4.25,193590.01,207500,NEAR OCEAN
-118.13,34.1,26,3050,825,2153,772,3.1103,200996,214100,<1H OCEAN
-118.05,34.11,48,1410,304,677,274,3.2596,249867,272400,INLAND
-118.2,33.96,44,3114,779,2959,776,3.1875,159803,171700,<1H OCEAN
-122.27,37.8,52,249,78,396,85,1.2434,131814,500001,NEAR BAY
-117.64,34.15,16,2896,404,1165,379,6.4559,227467,392900,INLAND
-118.43,34.04,42,2725,569,1115,516,4.5833,380450.23,427500,<1H OCEAN
-121.7,38.1,19,4896,1083,2150,905,3.3398,134686,89700,INLAND
-118.48,34.03,19,902,284,414,272,1.3333,262099.14,310000,<1H OCEAN
-117.97,34.07,22,1438,364,1325,335,2.7802,173653.01,162500,<1H OCEAN
-121.28,38.71,35,3095,594,1550,576,3.575,129521,113500,INLAND
-122.06,37.4,21,12855,3226,7273,3052,4.3351,242868,267400,NEAR BAY
-117.9,33.91,33,4181,804,2049,834,4.3103,214577.01,201600,<1H OCEAN
-122.52,37.94,18,1804,284,600,241,5.9582,318027.02,500001,NEAR BAY
-118.37,34.22,11,2127,581,1989,530,2.9028,185229.01,174100,<1H OCEAN
-124.14,40.6,27,1148,206,521,219,4.025,223197.04,128100,NEAR OCEAN
-120.95,37.61,17,4054,654,2034,667,4.6833,171235,142200,INLAND
-118.34,34.07,52,3175,1057,1594,997,3.1766,289461.14,225000,<1H OCEAN
-116.71,33.94,12,549,109,209,90,3.0208,138897,66300,INLAND
-121.92,38.01,7,1632,248,879,262,6.1237,249340,166000,INLAND
-119.12,36.29,29,1638,323,942,322,2.1731,64681,66200,INLAND
-117.85,34.09,16,4556,639,2066,651,6.4667,307433.02,263900,<1H OCEAN
-121.25,37.95,40,1703,362,1208,373,2.0817,81397,55300,INLAND
-120.99,37.64,50,683,189,459,195,1.8162,84489,70000,INLAND
-122.71,38.45,48,3118,561,1275,530,3.455,211290.02,222100,<1H OCEAN
-121.55,40.48,14,2413,524,805,329,2.7857,91834,77400,INLAND
-116.85,34.25,5,5806,1030,569,219,4.0132,163120.98,163100,INLAND
-118.44,33.79,27,2141,260,635,240,11.6648,492397.95,500001,NEAR OCEAN
-118.37,34.07,52,2195,435,884,432,5.24,362295.12,486400,<1H OCEAN
-117.2,33.12,18,4372,736,1473,675,5.1194,244502.02,247800,NEAR OCEAN
-118.08,33.85,19,4261,678,2621,661,6.2427,302257.03,288700,<1H OCEAN
-117.84,33.77,14,4412,952,1656,874,4.3292,228540.02,206500,<1H OCEAN
-118.16,34.11,48,1091,236,632,234,3.7235,197933.01,263600,<1H OCEAN
-121.76,38.94,48,540,110,234,74,3.6111,124401,67500,INLAND
-118.37,33.92,39,1073,206,556,204,4.8611,294232.03,245600,<1H OCEAN
-118.16,34.01,36,931,246,732,235,1.7679,145698,142800,<1H OCEAN
-118.97,35.38,35,1673,426,1041,413,1.375,53477,57500,INLAND
-122.22,37.8,52,2183,465,1129,460,3.2632,228684.01,227700,NEAR BAY
-122.12,37.44,33,2974,623,1435,588,5.485,360237.05,406300,NEAR BAY
-118.29,34.06,9,1554,815,1704,761,2.0185,206101.01,141700,<1H OCEAN
-117.27,34.12,31,2209,636,1314,562,1.7235,71939,78800,INLAND
-117.7,33.55,12,2459,390,1054,391,7.1736,335708.14,262100,<1H OCEAN
-122.28,37.81,52,386,164,346,155,0.8075,126013.01,137500,NEAR BAY
-117.05,33.01,19,3558,588,1439,578,4.625,219961.03,211100,<1H OCEAN
-121.81,37.36,20,3189,420,1234,389,7.5813,370316.07,374100,<1H OCEAN
-120.65,35.32,20,626,212,3574,261,1.0298,139553.02,300000,NEAR OCEAN
-117.17,32.75,38,5430,1176,2357,1100,3.654,203590.03,249000,NEAR OCEAN
-117.95,34.08,34,2278,476,1728,448,3.125,170167,154100,<1H OCEAN
-121.46,38.65,8,3746,767,2161,744,3.2039,129953,103400,INLAND
-121.97,37.8,17,3279,418,1222,381,7.9168,396062.12,356000,<1H OCEAN
-117.36,33.2,19,2129,562,1323,525,2.9539,199550.01,169900,NEAR OCEAN
-117.34,33.19,19,3575,525,1654,559,5.7409,279073.04,274100,NEAR OCEAN
-121.01,37.64,36,1981,507,1998,468,1.9013,73770,69900,INLAND
-124.23,40.81,52,1112,209,544,172,3.3462,347320.15,50800,NEAR OCEAN
-121.87,37.28,21,3305,749,2459,701,3.9688,215298,249600,<1H OCEAN
-119.4,35.06,21,2213,458,1250,440,2.9187,79484,52100,INLAND
-117.75,34.05,35,1293,339,1494,312,1.6645,88799,93300,INLAND
-117.6,33.87,15,7626,1570,3823,1415,3.4419,135208,138100,INLAND
-117.31,34.14,38,2011,448,1190,403,1.8654,72777,89400,INLAND
-120.54,34.97,23,1353,345,1322,336,1.8185,128318,97800,<1H OCEAN
-119.75,36.77,32,1962,399,1005,392,2.6726,75792,70400,INLAND
-118.35,33.87,34,2823,500,1429,483,5.5,332096.11,279600,<1H OCEAN
-118.03,34.06,36,1018,305,1307,292,2.1453,151708,162100,<1H OCEAN
-117.95,33.87,22,1432,335,746,296,2.0227,156289.01,55000,<1H OCEAN
-118.23,34.13,48,1308,,835,294,4.2891,242861,214800,<1H OCEAN
-119.82,36.81,25,3305,551,1149,500,5.0698,137127,150900,INLAND
-122.49,37.75,45,2341,461,1092,438,4.8036,310512.05,297800,NEAR OCEAN
-118.26,34.14,29,3431,1222,4094,1205,2.2614,221182,248100,<1H OCEAN
-116.99,32.73,30,1856,339,1103,379,4.0357,166194,153800,<1H OCEAN
-118.53,34.22,29,4101,849,2630,867,4.6607,234810.01,199800,<1H OCEAN
-122.52,38.27,18,2405,390,872,367,5.2155,277031,248300,<1H OCEAN
-122.3,37.52,32,2297,347,871,342,8.1039,453617.56,382200,NEAR OCEAN
-118.23,33.97,44,2748,715,2962,703,2.6951,152594,169300,<1H OCEAN
-118.16,34.14,41,3039,482,973,446,7.4817,471144.57,500001,<1H OCEAN
-118.3,34.1,36,2284,899,1964,839,1.9297,199466.01,203300,<1H OCEAN
-117.79,33.7,6,1593,371,832,379,4.4286,216889.01,239500,<1H OCEAN
-118.33,34.02,46,2223,361,968,373,4.26,264075.02,182600,<1H OCEAN
-119.68,37.19,10,3113,589,1508,512,2.8167,102538,96100,INLAND
-117.75,34.07,52,1279,213,444,204,5.2269,343843.03,161000,INLAND
-121.91,37.3,43,828,151,446,145,4.4375,270814,327600,<1H OCEAN
-117.67,34.13,10,2846,362,1221,355,7.7234,282295.01,304100,INLAND
-119.23,36.45,36,1508,323,1283,312,2.1205,59134,60000,INLAND
-117.5,33.96,12,7923,1470,4861,1385,4.2985,149333,139200,INLAND
-118.13,33.79,45,2317,448,1057,428,4.375,341724.2,234800,NEAR OCEAN
-119.89,34.44,25,2786,470,1669,462,5.5184,278979,268300,NEAR OCEAN
-121.49,38.5,32,2364,439,1331,449,3.319,119826,84500,INLAND
-117.94,33.88,35,2159,343,833,335,5.3738,249177,365100,<1H OCEAN
-118.39,33.86,24,2386,582,1152,568,4.8971,366692.23,400700,<1H OCEAN
-118.32,34.17,47,2589,465,1284,485,5.1008,319174.02,247100,<1H OCEAN
-121.75,36.95,27,1580,303,1066,306,4.7071,217978,202700,<1H OCEAN
-118.11,33.82,36,1999,390,887,379,3.8162,226435,221900,<1H OCEAN
-122.23,37.79,48,1696,396,1481,343,2.0375,117505,122500,NEAR BAY
-121.38,38.4,15,4155,637,1722,616,4.8831,168500,154400,INLAND
-121.44,38.52,38,2080,388,995,380,2.7697,95663,76600,INLAND
-120.49,37.31,45,1834,421,1405,407,2.0521,72714,72400,INLAND
-121.48,38.57,52,567,193,272,187,1.625,85915,187500,INLAND
-117.44,34.45,6,6068,1137,3094,947,3.5167,117756,130900,INLAND
-117.91,33.74,25,4273,965,2946,922,2.9926,171794,183200,<1H OCEAN
-122.43,37.76,52,2332,434,861,406,4.4318,354683.04,437500,NEAR BAY
-122.26,38.33,34,2048,316,780,267,5.815,305091.01,339200,NEAR BAY
-118.04,34,30,5308,854,2114,838,5.1985,263049.01,279200,<1H OCEAN
-118.1,33.91,29,505,113,411,113,2.6397,152568,164400,<1H OCEAN
-121.92,37.24,27,1265,216,660,232,5.3911,298986.02,281200,<1H OCEAN
-121.92,40.52,13,4581,881,1799,734,2.2993,100318,99500,INLAND
-119.15,34.17,23,2239,537,784,497,1.6038,212215.05,194300,NEAR OCEAN
-117.8,33.63,15,3236,451,1289,416,11.1121,495481.92,493000,<1H OCEAN
-117.17,32.78,42,1104,305,892,270,2.2768,161250.01,145200,NEAR OCEAN
-122.25,38.11,52,2846,705,1519,620,2.1976,178932,97900,NEAR BAY
-118.41,33.89,38,4166,828,1600,770,6.3861,427912.36,500001,<1H OCEAN
-117.83,33.97,11,21533,3078,9671,2890,7.0329,324399.01,368300,<1H OCEAN
-121.3,37.85,35,1034,206,604,192,2.2391,89251,120000,INLAND
-121.06,39.03,11,1887,303,775,283,3.8417,167721,187200,INLAND
-117.87,33.85,33,45,11,34,10,5.2949,237811.06,350000,<1H OCEAN
-122.11,37.64,8,3592,849,1907,746,3.6708,191050,197900,NEAR BAY
-117.22,34.13,10,5951,1330,3204,1159,2.7011,97063,110200,INLAND
-121.94,37.26,21,3843,716,1850,705,4.6758,266545.01,264200,<1H OCEAN
-118.15,34.14,45,543,191,454,181,2.3,185707,55000,<1H OCEAN
-122.43,37.8,52,1006,251,349,233,3.2235,400354.29,500000,NEAR BAY
-118.18,34.02,37,2631,734,3228,701,2.15,152799,132200,<1H OCEAN
-122.17,37.48,39,2427,401,1178,408,5.9629,394430.01,352700,NEAR BAY
-117.11,33.11,17,2641,627,1167,647,2.2875,126211,132400,<1H OCEAN
-122.48,37.7,33,4167,1398,2923,1314,3.049,264605,307000,NEAR OCEAN
-121.91,37.44,19,2174,484,1645,484,5.0362,250276,255100,<1H OCEAN
-117.21,34.13,31,3037,565,1834,575,3.3445,109728,92900,INLAND
-118.32,33.85,42,3146,770,1859,740,3.5073,273704.01,234800,<1H OCEAN
-118.35,34.04,36,1956,601,1672,546,1.8685,180484,150700,<1H OCEAN
-118.45,34.05,28,801,399,936,406,2.1875,253266.07,181300,<1H OCEAN
-117.02,32.67,20,1505,184,635,182,6.5772,363076.17,245200,NEAR OCEAN
-122.01,37.94,26,1619,224,706,220,6.0704,293604,268000,NEAR BAY
-117.89,33.92,14,1562,373,609,328,2.3935,194875,125000,<1H OCEAN
-122.01,37.98,25,1476,336,777,297,3.5179,179356,165500,NEAR BAY
-120.08,41.79,34,1355,262,434,178,2.0903,92114,56100,INLAND
-119.22,35.68,16,2874,677,3078,651,1.8843,65937,55200,INLAND
-121.32,38.02,23,3251,689,1890,668,3.0729,141174,104800,INLAND
-121.56,39.1,28,2130,484,1195,439,1.3631,58082,45500,INLAND
-118.94,37.13,12,2255,472,1006,334,4.1563,154468,94000,INLAND
-119.83,36.72,28,60,10,46,13,4.35,166049.97,67500,INLAND
-118.31,33.93,37,1282,244,852,249,4.2917,179608,127900,<1H OCEAN
-122.44,37.79,52,2083,491,1224,483,4.0882,457028.34,468800,NEAR BAY
-117.26,32.95,15,1882,233,704,219,6.9794,388196.27,500001,NEAR OCEAN
-120.63,35.27,23,1630,253,704,263,5.156,280528.02,251300,NEAR OCEAN
-116.14,34.45,12,8796,1721,11139,1680,2.2612,99234,137500,INLAND
-118.16,33.91,35,1403,338,1415,367,3.0967,156315,144000,<1H OCEAN
-118.13,34.02,40,2988,690,2144,667,2.3359,168335.01,189300,<1H OCEAN
-117.24,33.77,9,6907,1379,3665,1290,2.8401,125165,104200,INLAND
-117.3,34.12,43,1018,261,736,215,2.6,80855,66900,INLAND
-118.17,33.98,27,1871,556,2542,581,2.8427,158292,164400,<1H OCEAN
-117.82,33.64,18,1974,260,808,278,9.8589,450976.35,500001,<1H OCEAN
-119.92,34.44,17,2143,324,1073,330,6.0321,321208.06,402600,NEAR OCEAN
-120.07,39.24,20,3729,614,365,152,4.962,169556,169500,INLAND
-120.56,38.09,34,2745,559,1150,491,2.3654,115361,94900,INLAND
-118.15,33.96,33,2418,485,1397,477,3.1083,180322,285500,<1H OCEAN
-117.63,33.46,7,7684,1088,2812,1057,6.3401,365645.13,387300,NEAR OCEAN
-121.96,37.58,15,3575,597,1777,559,5.7192,286137,283500,<1H OCEAN
-121.92,36.55,52,2616,483,582,313,3.275,256386,500001,NEAR OCEAN
-120.78,38.74,28,4236,877,2008,881,2.1603,113891,111300,INLAND
-117.94,33.85,26,1888,429,1550,458,3.3393,191665,168600,<1H OCEAN
-122.24,37.83,41,2576,406,794,376,5.956,376299.01,366100,NEAR BAY
-118.13,33.87,45,1606,300,735,295,4.6765,243019.02,198400,<1H OCEAN
-118.19,34.03,52,1053,246,1036,249,2.1071,150367,136700,<1H OCEAN
-117.9,34.08,32,2068,356,976,370,5.212,227949,201200,<1H OCEAN
-117.01,32.8,20,2705,545,1198,497,3.7159,166703,168900,<1H OCEAN
-119.02,35.33,26,3691,826,2072,827,2.1553,76533,84700,INLAND
-117.07,32.8,31,2550,395,1017,405,5.1488,241280,181000,<1H OCEAN
-118.23,33.93,35,1149,277,909,214,1.7411,97744,96700,<1H OCEAN
-122.42,37.73,46,1819,411,1534,406,4.0132,258084.01,229400,NEAR BAY
-121.96,37.53,28,2949,529,1538,545,4.9615,237931,228000,<1H OCEAN
-117.21,34.05,4,2904,764,1250,664,3.2131,143139,137500,INLAND
-119.82,36.84,9,2340,544,860,520,3.3229,112496,119300,INLAND
-122.5,37.75,44,1739,343,872,330,2.9632,214516,286300,NEAR OCEAN
-119.8,36.68,31,2214,432,1326,416,2.1691,62181,66700,INLAND
-117.89,33.66,32,2736,550,1279,534,5.5422,249529.06,253100,<1H OCEAN
-118.46,34.21,7,2081,657,1456,535,3.5,207036,186900,<1H OCEAN
-123.8,39.47,28,2492,507,1202,460,2.7857,130529,150300,<1H OCEAN
-121.31,37.99,15,3103,965,3061,861,1.3729,101312,110300,INLAND
-122.46,37.79,52,2005,359,847,356,4.1029,418154.07,500001,NEAR BAY
-121.87,37.57,13,5519,833,2444,825,7.0691,322153.01,393200,<1H OCEAN
-120.09,34.61,11,586,125,317,74,2.8906,169306,84400,NEAR OCEAN
-118.19,34.06,37,1715,456,2052,440,2.3125,160923.02,116100,<1H OCEAN
-117.68,33.63,13,5830,921,2897,891,6.2403,293592.1,257400,<1H OCEAN
-118.23,33.93,23,545,131,610,126,1.4861,112189,95100,<1H OCEAN
-119.11,34.33,14,4026,769,1825,671,3.5541,196432,191800,<1H OCEAN
-121.31,37.98,47,3386,663,1228,619,3.0625,138866,141500,INLAND
-122.4,37.58,26,3281,,1145,480,6.358,394711.25,500001,NEAR OCEAN
-118.49,34.31,25,1024,145,357,147,7.0598,336665.13,356300,<1H OCEAN
-115.55,32.78,5,2652,606,1767,536,2.8025,139517,84300,INLAND
-120.94,37.59,16,3964,824,2622,766,2.3152,105198,111300,INLAND
-123.21,39.2,17,3145,693,1560,647,2.2926,152498,149300,<1H OCEAN
-121.48,38.62,23,7709,1279,4147,1262,3.8272,131229,96600,INLAND
-118.11,33.79,36,1993,354,884,337,5.587,247344.01,244900,<1H OCEAN
-118.31,34.09,42,1951,846,2500,813,1.5195,221052.01,218200,<1H OCEAN
-117.05,32.61,31,4033,715,2585,715,3.5096,137062,139900,NEAR OCEAN
-117.62,33.43,27,3858,1062,2321,873,3.3155,283659.1,231000,NEAR OCEAN
-122.75,38.43,36,1599,345,1086,314,2.6667,137493,149100,<1H OCEAN
-121.78,37.31,25,2093,297,983,338,6.4664,314719.03,271500,<1H OCEAN
-122.46,37.7,37,3029,738,2436,700,3.3214,270467,243200,NEAR OCEAN
-122.06,37.27,16,1612,221,567,208,10.5793,477533.84,500001,<1H OCEAN
-120.97,37.67,16,1499,250,1292,271,4.3851,159418,117300,INLAND
-117.66,34.04,10,3657,695,2079,663,4.2054,142856,159900,INLAND
-122.24,37.79,39,1469,431,1464,389,2.1638,128089,105500,NEAR BAY
-119.69,36.83,28,1868,350,898,329,3.1814,95342,78900,INLAND
-118.31,33.91,36,961,173,625,179,4.2596,190875,181100,<1H OCEAN
-118.33,34.16,44,2705,649,1676,654,3.4286,297011.09,247900,<1H OCEAN
-121.6,36.88,21,3416,624,1862,595,4.7813,230254,241500,<1H OCEAN
-121.7,37.91,17,1962,291,825,267,4.8958,177858,187100,INLAND
-118.5,34.04,52,3000,374,1143,375,15.0001,500001,500001,<1H OCEAN
-122.22,38.11,43,1939,353,968,392,3.1848,134292,112700,NEAR BAY
-116.08,33.86,16,381,89,182,75,2.425,122558,76100,INLAND
-118.25,34.05,52,2806,1944,2232,1605,0.6775,318241.14,350000,<1H OCEAN
-118.25,34.09,52,2050,429,957,418,3.5603,267335.02,210000,<1H OCEAN
-119.88,34.4,25,2741,623,2272,624,2.2647,166706,216700,NEAR OCEAN
-118.12,34.01,33,1956,478,1472,464,1.9867,143672,166300,<1H OCEAN
-119.69,36.74,17,2438,598,1563,538,1.5449,63941,62500,INLAND
-121.57,36.98,14,5231,817,2634,799,4.9702,180895,279800,INLAND
-117.92,33.88,32,1683,273,719,263,5.3649,234638.01,243600,<1H OCEAN
-117.43,33.95,36,2284,444,1425,405,4.0526,131039,104500,INLAND
